User;date;time;Device;Model;gt;x;y;z;dummy
h;23.02.2015;17:00:00.185;nexus4_2;nexus4;walk;0.6563263;-0.75930786;-0.22523499;;
h;23.02.2015;17:00:00.388;nexus4_1;nexus4;walk;0.61727905;1.0292664;0.16584778;;
h;23.02.2015;17:00:00.590;nexus4_1;nexus4;walk;0.08428955;0.33499146;-0.48783875;;
h;23.02.2015;17:00:00.790;nexus4_1;nexus4;walk;0.0063171387;-1.0727844;0.99684143;;
h;23.02.2015;17:00:00.988;nexus4_2;nexus4;walk;-0.7728119;-0.12591553;-0.73579407;;
h;23.02.2015;17:00:01.188;nexus4_2;nexus4;walk;1.1679535;0.1774292;-0.26261902;;
h;23.02.2015;17:00:01.393;nexus4_2;nexus4;walk;0.12654114;0.52349854;-0.51042175;;
h;23.02.2015;17:00:01.591;nexus4_2;nexus4;walk;0.04322815;-1.2912292;0.70188904;;
h;23.02.2015;17:00:01.799;nexus4_1;nexus4;walk;0.8180847;0.88934326;-0.063797;;
h;23.02.2015;17:00:01.997;nexus4_2;nexus4;walk;-0.18321228;0.55340576;0.7050934;;
h;23.02.2015;17:00:02.196;nexus4_2;nexus4;walk;0.811203;-0.8031006;-0.73365784;;
h;23.02.2015;17:00:02.400;nexus4_1;nexus4;walk;-0.34402466;-0.27383423;0.13700867;;
h;23.02.2015;17:00:02.603;nexus4_2;nexus4;walk;0.3967743;-0.33953857;0.1945343;;
h;23.02.2015;17:00:02.803;nexus4_2;nexus4;walk;-0.20457458;1.1739807;-0.0927887;;
h;23.02.2015;17:00:03.020;nexus4_2;nexus4;walk;-0.2750702;-0.20602417;0.22016907;;
h;23.02.2015;17:00:03.205;nexus4_2;nexus4;walk;-0.6734772;-0.08532715;-0.13017273;;
h;23.02.2015;17:00:03.405;nexus4_2;nexus4;walk;0.8656769;0.0652771;0.2223053;;
h;23.02.2015;17:00:03.610;nexus4_1;nexus4;walk;-0.023590088;-1.2981567;-0.8221588;;
h;23.02.2015;17:00:03.809;nexus4_1;nexus4;walk;0.6749573;-0.6871948;-0.27101135;;
h;23.02.2015;17:00:04.008;nexus4_2;nexus4;walk;-0.84651184;-0.032989502;0.2853241;;
h;23.02.2015;17:00:04.218;nexus4_2;nexus4;walk;-0.049697876;0.6954651;0.5929413;;
h;23.02.2015;17:00:04.415;nexus4_2;nexus4;walk;0.4736786;-0.75183105;-0.4078827;;
h;23.02.2015;17:00:04.617;nexus4_2;nexus4;walk;0.47795105;-0.86398315;-0.19212341;;
h;23.02.2015;17:00:04.814;nexus4_2;nexus4;walk;0.28141785;-0.32992554;0.30455017;;
h;23.02.2015;17:00:05.019;nexus4_2;nexus4;walk;-0.64250183;1.5531616;0.06636047;;
h;23.02.2015;17:00:05.221;nexus4_1;nexus4;walk;-0.13040161;-0.6658325;0.6732025;;
h;23.02.2015;17:00:05.424;nexus4_1;nexus4;walk;-0.65911865;0.07650757;-0.17808533;;
h;23.02.2015;17:00:05.620;nexus4_2;nexus4;walk;0.6082611;0.7018738;0.008682251;;
h;23.02.2015;17:00:05.821;nexus4_2;nexus4;walk;0.07954407;0.07809448;-0.14299011;;
h;23.02.2015;17:00:06.024;nexus4_2;nexus4;walk;0.3273468;-0.19107056;0.4893341;;
h;23.02.2015;17:00:06.236;nexus4_2;nexus4;walk;-0.66386414;1.0244446;-0.2188263;;
h;23.02.2015;17:00:06.427;nexus4_2;nexus4;walk;0.12120056;0.79800415;0.42417908;;
h;23.02.2015;17:00:06.629;nexus4_2;nexus4;walk;-0.60298157;-1.3489075;-1.5272675;;
h;23.02.2015;17:00:06.830;nexus4_1;nexus4;walk;-0.48181152;0.7729187;0.36665344;;
h;23.02.2015;17:00:07.034;nexus4_1;nexus4;walk;0.9996643;0.710968;0.20429993;;
h;23.02.2015;17:00:07.232;nexus4_2;nexus4;walk;-0.53996277;1.1697083;-0.2679596;;
h;23.02.2015;17:00:07.436;nexus4_2;nexus4;walk;-0.7375641;-0.07357788;0.94114685;;
h;23.02.2015;17:00:07.638;nexus4_2;nexus4;walk;-0.4363556;-0.49227905;0.16996765;;
h;23.02.2015;17:00:07.839;nexus4_1;nexus4;walk;0.030883789;1.2621155;0.9103241;;
h;23.02.2015;17:00:08.040;nexus4_1;nexus4;walk;-0.19448853;-1.2394104;-1.1554108;;
h;23.02.2015;17:00:08.241;nexus4_2;nexus4;walk;0.014389038;-1.2132568;0.8460846;;
h;23.02.2015;17:00:08.461;nexus4_1;nexus4;walk;0.53182983;-0.503479;0.09855652;;
h;23.02.2015;17:00:08.642;nexus4_1;nexus4;walk;-0.4444275;0.914978;-0.053115845;;
h;23.02.2015;17:00:08.843;nexus4_2;nexus4;walk;0.74391174;-0.046875;-0.104537964;;
h;23.02.2015;17:00:09.045;nexus4_1;nexus4;walk;-0.58969116;-0.13925171;0.13487244;;
h;23.02.2015;17:00:09.248;nexus4_2;nexus4;walk;0.644577;-1.0925598;-0.3672943;;
h;23.02.2015;17:00:09.455;nexus4_2;nexus4;walk;-0.5559845;1.3480835;-0.32563782;;
h;23.02.2015;17:00:09.655;nexus4_2;nexus4;walk;0.13508606;0.9924011;0.52671814;;
h;23.02.2015;17:00:09.858;nexus4_1;nexus4;walk;-0.6826172;-0.5376587;0.2940216;;
h;23.02.2015;17:00:10.053;nexus4_1;nexus4;walk;-0.30023193;0.48773193;0.21498108;;
h;23.02.2015;17:00:10.256;nexus4_1;nexus4;walk;0.33529663;0.76864624;-0.08622742;;
h;23.02.2015;17:00:10.455;nexus4_2;nexus4;walk;0.26966858;-0.23165894;-0.77104187;;
h;23.02.2015;17:00:10.658;nexus4_2;nexus4;walk;0.6424408;-0.9013672;-0.8714447;;
h;23.02.2015;17:00:10.863;nexus4_1;nexus4;walk;0.5029907;1.331543;-0.8990631;;
h;23.02.2015;17:00:11.062;nexus4_2;nexus4;walk;1.5279083;-0.53286743;-0.76142883;;
h;23.02.2015;17:00:11.260;nexus4_2;nexus4;walk;0.37327576;0.42630005;-0.7582245;;
h;23.02.2015;17:00:11.462;nexus4_2;nexus4;walk;-0.13194275;-1.1534424;0.41563416;;
h;23.02.2015;17:00:11.665;nexus4_2;nexus4;walk;-0.39363098;0.35687256;-0.577713;;
h;23.02.2015;17:00:11.867;nexus4_1;nexus4;walk;-0.143219;0.07009888;-0.008255005;;
h;23.02.2015;17:00:12.069;nexus4_1;nexus4;walk;-0.29595947;-0.71710205;-0.00932312;;
h;23.02.2015;17:00:12.319;nexus4_1;nexus4;walk;-0.72320557;-0.20013428;-0.32228088;;
h;23.02.2015;17:00:12.723;nexus4_1;nexus4;walk;-0.05670166;0.8572998;-0.2528534;;
h;23.02.2015;17:00:13.036;nexus4_1;nexus4;walk;-0.6430969;2.0023193;-0.016799927;;
h;23.02.2015;17:00:13.241;nexus4_2;nexus4;walk;-1.1092682;0.3803711;0.32591248;;
h;23.02.2015;17:00:13.440;nexus4_1;nexus4;walk;-0.5661926;-0.43725586;-0.27742004;;
h;23.02.2015;17:00:13.652;nexus4_1;nexus4;walk;0.8234253;0.1000061;0.17546082;;
h;23.02.2015;17:00:13.849;nexus4_1;nexus4;walk;-0.1784668;0.40014648;-0.32014465;;
h;23.02.2015;17:00:14.045;nexus4_2;nexus4;walk;0.6306915;0.13256836;0.16569519;;
h;23.02.2015;17:00:14.252;nexus4_1;nexus4;walk;-0.65057373;0.4642334;-0.06593323;;
h;23.02.2015;17:00:14.449;nexus4_2;nexus4;walk;-0.41072083;-0.11630249;0.3558197;;
h;23.02.2015;17:00:14.649;nexus4_1;nexus4;walk;0.26480103;-1.6506348;-0.9129486;;
h;23.02.2015;17:00:14.849;nexus4_1;nexus4;walk;0.6717529;-0.5451355;-0.267807;;
h;23.02.2015;17:00:15.053;nexus4_1;nexus4;walk;0.5382385;0.386261;0.11244202;;
h;23.02.2015;17:00:15.255;nexus4_1;nexus4;walk;-0.6975708;1.7000427;-0.032821655;;
h;23.02.2015;17:00:15.456;nexus4_1;nexus4;walk;-0.39743042;-0.43511963;0.6881561;;
h;23.02.2015;17:00:15.659;nexus4_2;nexus4;walk;-0.04649353;1.1451416;0.95610046;;
h;23.02.2015;17:00:15.860;nexus4_2;nexus4;walk;0.23014832;-1.0145874;-0.8714447;;
h;23.02.2015;17:00:16.060;nexus4_2;nexus4;walk;0.6488495;-0.6161804;-0.30747986;;
h;23.02.2015;17:00:16.260;nexus4_1;nexus4;walk;0.09283447;-1.5459595;0.6155243;;
h;23.02.2015;17:00:16.462;nexus4_2;nexus4;walk;-0.53889465;1.6140442;0.07597351;;
h;23.02.2015;17:00:16.664;nexus4_1;nexus4;walk;-0.2767334;0.9673157;0.68922424;;
h;23.02.2015;17:00:16.866;nexus4_2;nexus4;walk;-0.84651184;-0.29040527;0.20521545;;
h;23.02.2015;17:00:17.069;nexus4_2;nexus4;walk;1.1380463;0.6399231;-0.0789032;;
h;23.02.2015;17:00:17.280;nexus4_1;nexus4;walk;0.4164734;-0.36141968;-0.08622742;;
h;23.02.2015;17:00:17.472;nexus4_1;nexus4;walk;-0.6922302;0.79748535;0.20536804;;
h;23.02.2015;17:00:17.672;nexus4_2;nexus4;walk;-0.922348;0.84820557;-0.010543823;;
h;23.02.2015;17:00:17.872;nexus4_1;nexus4;walk;-0.5213318;-0.4116211;0.36238098;;
h;23.02.2015;17:00:18.074;nexus4_1;nexus4;walk;0.8159485;0.9128418;-0.11506653;;
h;23.02.2015;17:00:18.274;nexus4_1;nexus4;walk;-0.025726318;0.21963501;-0.3724823;;
h;23.02.2015;17:00:18.477;nexus4_1;nexus4;walk;0.08001709;-0.68292236;0.8131256;;
h;23.02.2015;17:00:18.688;nexus4_2;nexus4;walk;-0.51753235;0.85995483;0.14112854;;
h;23.02.2015;17:00:18.880;nexus4_2;nexus4;walk;-0.48869324;-0.6930847;0.52885437;;
h;23.02.2015;17:00:19.083;nexus4_2;nexus4;walk;-0.4577179;-0.4613037;-0.09172058;;
h;23.02.2015;17:00:19.280;nexus4_2;nexus4;walk;0.77915955;1.1622314;-0.21028137;;
h;23.02.2015;17:00:19.485;nexus4_2;nexus4;walk;0.113723755;-0.10562134;-0.4089508;;
h;23.02.2015;17:00:19.684;nexus4_1;nexus4;walk;-0.4166565;0.5785217;0.30256653;;
h;23.02.2015;17:00:19.887;nexus4_1;nexus4;walk;-0.6537781;-0.40307617;0.5589142;;
h;23.02.2015;17:00:20.091;nexus4_2;nexus4;walk;0.2856903;0.96676636;0.39961243;;
h;23.02.2015;17:00:20.291;nexus4_2;nexus4;walk;-0.8155365;-0.22525024;-1.0188446;;
h;23.02.2015;17:00:20.492;nexus4_2;nexus4;walk;0.9714203;-0.39187622;-0.17823792;;
h;23.02.2015;17:00:20.690;nexus4_1;nexus4;walk;0.39404297;-0.1947937;-0.16847229;;
