User;date;time;Device;Model;gt;x;y;z;dummy
f;24.02.2015;15:27:23.775;nexus4_1;nexus4;bike;-0.012283325;-0.40690613;-0.048095703;;
f;24.02.2015;15:27:23.972;nexus4_2;nexus4;bike;0.30903625;0.15249634;-0.56640625;;
f;24.02.2015;15:27:24.171;nexus4_2;nexus4;bike;0.3400116;-0.5791626;-0.11138916;;
f;24.02.2015;15:27:24.372;nexus4_1;nexus4;bike;-0.39360046;0.1976471;-0.26278687;;
f;24.02.2015;15:27:24.574;nexus4_1;nexus4;bike;-0.28892517;-0.3620453;-0.12713623;;
f;24.02.2015;15:27:24.779;nexus4_2;nexus4;bike;-0.3895111;0.6822815;-0.21713257;;
f;24.02.2015;15:27:24.981;nexus4_1;nexus4;bike;0.27931213;0.8203583;0.28622437;;
f;24.02.2015;15:27:25.177;nexus4_1;nexus4;bike;0.52604675;0.14744568;0.11853027;;
f;24.02.2015;15:27:25.381;nexus4_2;nexus4;bike;0.3336029;-0.36447144;0.23361206;;
f;24.02.2015;15:27:25.580;nexus4_2;nexus4;bike;0.43507385;-0.14871216;7.629395E-4;;
f;24.02.2015;15:27:25.788;nexus4_1;nexus4;bike;-0.5089569;0.49031067;0.017059326;;
f;24.02.2015;15:27:25.981;nexus4_1;nexus4;bike;-0.4181671;0.14744568;-0.23181152;;
f;24.02.2015;15:27:26.184;nexus4_1;nexus4;bike;-0.05393982;-0.012771606;-0.10043335;;
f;24.02.2015;15:27:26.385;nexus4_1;nexus4;bike;0.31028748;0.0053863525;0.28729248;;
f;24.02.2015;15:27:26.588;nexus4_1;nexus4;bike;0.40748596;0.24357605;-0.016052246;;
f;24.02.2015;15:27:26.786;nexus4_1;nexus4;bike;0.35514832;-0.25309753;0.3161316;;
f;24.02.2015;15:27:27.169;nexus4_1;nexus4;bike;-0.47477722;0.24891663;0.024536133;;
f;24.02.2015;15:27:27.572;nexus4_1;nexus4;bike;-0.23979187;0.087631226;-0.043823242;;
f;24.02.2015;15:27:27.976;nexus4_1;nexus4;bike;0.32203674;0.3097992;-0.023529053;;
f;24.02.2015;15:27:28.381;nexus4_1;nexus4;bike;0.21522522;-0.36524963;0.35671997;;
f;24.02.2015;15:27:28.785;nexus4_1;nexus4;bike;-0.4373932;0.7391815;-0.39416504;;
f;24.02.2015;15:27:29.187;nexus4_1;nexus4;bike;0.04005432;0.022476196;0.029876709;;
f;24.02.2015;15:27:29.587;nexus4_1;nexus4;bike;0.36689758;-0.17192078;0.098236084;;
f;24.02.2015;15:27:29.991;nexus4_1;nexus4;bike;-0.4459381;0.1773529;-0.032073975;;
f;24.02.2015;15:27:30.394;nexus4_1;nexus4;bike;0.09559631;-0.077926636;-0.6515808;;
f;24.02.2015;15:27:30.798;nexus4_1;nexus4;bike;0.24085999;-0.080062866;0.32681274;;
f;24.02.2015;15:27:31.203;nexus4_1;nexus4;bike;-0.15541077;-0.22532654;-0.002166748;;
f;24.02.2015;15:27:31.602;nexus4_1;nexus4;bike;-0.31028748;0.26387024;0.04055786;;
f;24.02.2015;15:27:31.842;nexus4_1;nexus4;bike;0.019760132;-0.26698303;0.19329834;;
f;24.02.2015;15:27:32.049;nexus4_1;nexus4;bike;0.37651062;0.39845276;0.16125488;;
f;24.02.2015;15:27:32.248;nexus4_1;nexus4;bike;0.56129456;-0.0010223389;0.1270752;;
f;24.02.2015;15:27:32.459;nexus4_2;nexus4;bike;0.4884796;0.015777588;0.048828125;;
f;24.02.2015;15:27:32.652;nexus4_1;nexus4;bike;-0.7118988;0.43797302;-0.1324768;;
f;24.02.2015;15:27:32.853;nexus4_1;nexus4;bike;-0.4106903;0.4646759;-0.1388855;;
f;24.02.2015;15:27:33.052;nexus4_1;nexus4;bike;0.0048065186;-0.2648468;-0.08761597;;
f;24.02.2015;15:27:33.258;nexus4_2;nexus4;bike;-0.25706482;-0.024810791;-0.20004272;;
f;24.02.2015;15:27:33.461;nexus4_1;nexus4;bike;0.3391266;-0.17726135;0.18582153;;
f;24.02.2015;15:27:33.660;nexus4_1;nexus4;bike;0.31349182;-0.4827423;0.32681274;;
f;24.02.2015;15:27:33.860;nexus4_2;nexus4;bike;0.56111145;0.10443115;0.46218872;;
f;24.02.2015;15:27:34.059;nexus4_1;nexus4;bike;-0.49934387;0.30445862;-0.356781;;
f;24.02.2015;15:27:34.266;nexus4_1;nexus4;bike;-0.21842957;-0.02986145;-0.50845337;;
f;24.02.2015;15:27:34.464;nexus4_2;nexus4;bike;-0.5294342;-0.12628174;-0.43502808;;
f;24.02.2015;15:27:34.666;nexus4_2;nexus4;bike;-0.0872345;-0.08996582;-0.42007446;;
f;24.02.2015;15:27:34.869;nexus4_1;nexus4;bike;0.59013367;-0.13026428;0.098236084;;
f;24.02.2015;15:27:35.067;nexus4_2;nexus4;bike;0.48420715;0.16744995;0.131073;;
f;24.02.2015;15:27:35.307;nexus4_1;nexus4;bike;-0.6328583;0.7178192;-0.11538696;;
f;24.02.2015;15:27:35.718;nexus4_1;nexus4;bike;0.11802673;-0.27552795;-0.083343506;;
f;24.02.2015;15:27:36.113;nexus4_1;nexus4;bike;0.58265686;-0.11531067;0.25631714;;
f;24.02.2015;15:27:36.521;nexus4_1;nexus4;bike;-0.7813263;0.6099396;-0.30337524;;
f;24.02.2015;15:27:36.918;nexus4_1;nexus4;bike;-0.0037384033;-0.21891785;-0.3503723;;
f;24.02.2015;15:27:37.333;nexus4_1;nexus4;bike;0.33164978;0.18162537;0.23495483;;
f;24.02.2015;15:27:37.727;nexus4_1;nexus4;bike;-0.732193;0.1837616;-0.13568115;;
f;24.02.2015;15:27:38.134;nexus4_1;nexus4;bike;-0.13084412;-0.020248413;-0.13568115;;
f;24.02.2015;15:27:38.531;nexus4_1;nexus4;bike;0.43525696;0.012863159;0.11425781;;
f;24.02.2015;15:27:38.936;nexus4_1;nexus4;bike;-0.7204437;0.11647034;-0.05770874;;
f;24.02.2015;15:27:39.340;nexus4_1;nexus4;bike;-0.043258667;0.003250122;-0.042755127;;
f;24.02.2015;15:27:39.711;nexus4_2;nexus4;bike;0.100753784;-0.3067932;0.057373047;;
f;24.02.2015;15:27:39.914;nexus4_2;nexus4;bike;0.5525665;0.1354065;-0.110321045;;
f;24.02.2015;15:27:40.114;nexus4_2;nexus4;bike;0.3538971;0.0093688965;-0.0024414063;;
f;24.02.2015;15:27:40.316;nexus4_2;nexus4;bike;0.24388123;-0.5930481;0.3126526;;
f;24.02.2015;15:27:40.518;nexus4_1;nexus4;bike;-0.3124237;-0.077926636;-0.21365356;;
f;24.02.2015;15:27:40.719;nexus4_2;nexus4;bike;-0.56788635;0.13861084;-0.21713257;;
f;24.02.2015;15:27:40.921;nexus4_2;nexus4;bike;-0.119277954;-0.16366577;-0.23101807;;
f;24.02.2015;15:27:41.124;nexus4_1;nexus4;bike;0.46195984;-0.4111786;0.22747803;;
f;24.02.2015;15:27:41.332;nexus4_1;nexus4;bike;-0.34446716;-0.21678162;0.120666504;;
f;24.02.2015;15:27:41.527;nexus4_2;nexus4;bike;0.18727112;-0.65286255;0.24536133;;
f;24.02.2015;15:27:41.728;nexus4_2;nexus4;bike;-0.71528625;0.52633667;-0.0035095215;;
