User;date;time;Device;Model;gt;x;y;z;dummy
f;24.02.2015;15:00:00.398;nexus4_1;nexus4;stand;0.04005432;-0.0031585693;-0.10256958;;
f;24.02.2015;15:00:00.798;nexus4_1;nexus4;stand;0.09346008;0.053451538;-0.20297241;;
f;24.02.2015;15:00:01.185;nexus4_1;nexus4;stand;0.028305054;-0.035202026;-0.06518555;;
f;24.02.2015;15:00:01.595;nexus4_1;nexus4;stand;0.021896362;0.003250122;-0.042755127;;
f;24.02.2015;15:00:01.991;nexus4_1;nexus4;stand;-0.048599243;0.032089233;0.0138549805;;
f;24.02.2015;15:00:03.794;nexus4_2;nexus4;stand;0.0024871826;-0.015197754;-0.027008057;;
f;24.02.2015;15:00:04.198;nexus4_2;nexus4;stand;-0.0028533936;0.0040283203;-0.05050659;;
f;24.02.2015;15:00:04.593;nexus4_2;nexus4;stand;3.509522E-4;-0.04937744;-0.056915283;;
f;24.02.2015;15:00:05.000;nexus4_2;nexus4;stand;0.008895874;0.0040283203;-0.13061523;;
f;24.02.2015;15:00:05.406;nexus4_2;nexus4;stand;0.044143677;0.05316162;0.04348755;;
f;24.02.2015;15:00:05.801;nexus4_2;nexus4;stand;-0.0071258545;0.043548584;-0.09109497;;
f;24.02.2015;15:00:06.206;nexus4_2;nexus4;stand;-0.003921509;-0.005584717;0.07019043;;
f;24.02.2015;15:00:06.618;nexus4_2;nexus4;stand;0.0035552979;-0.009857178;0.019989014;;
f;24.02.2015;15:00:06.812;nexus4_1;nexus4;stand;-0.005874634;-0.0010223389;0.0138549805;;
f;24.02.2015;15:00:07.014;nexus4_2;nexus4;stand;-0.0017852783;-0.014129639;0.022125244;;
f;24.02.2015;15:00:07.219;nexus4_1;nexus4;stand;0.0037384033;0.012863159;-3.05176E-5;;
f;24.02.2015;15:00:07.429;nexus4_2;nexus4;stand;-0.00819397;0.013641357;0.0018310547;;
f;24.02.2015;15:00:07.615;nexus4_1;nexus4;stand;0.005874634;0.022476196;-0.036346436;;
f;24.02.2015;15:00:07.819;nexus4_1;nexus4;stand;0.006942749;0.026748657;-0.014984131;;
f;24.02.2015;15:00:08.022;nexus4_2;nexus4;stand;0.009963989;0.02859497;-0.02166748;;
f;24.02.2015;15:00:08.226;nexus4_1;nexus4;stand;5.340576E-4;-0.009567261;0.0042419434;;
f;24.02.2015;15:00:08.421;nexus4_1;nexus4;stand;-0.028305054;0.021408081;0.023468018;;
f;24.02.2015;15:00:08.622;nexus4_1;nexus4;stand;5.340576E-4;0.058792114;-0.016052246;;
f;24.02.2015;15:00:08.824;nexus4_1;nexus4;stand;-0.0048065186;0.012863159;0.035217285;;
f;24.02.2015;15:00:09.026;nexus4_1;nexus4;stand;-0.0048065186;-0.009567261;0.025604248;;
f;24.02.2015;15:00:09.230;nexus4_2;nexus4;stand;0.0024871826;-2.441406E-4;0.037078857;;
f;24.02.2015;15:00:09.432;nexus4_2;nexus4;stand;-0.00819397;-0.0077209473;0.009307861;;
f;24.02.2015;15:00:09.630;nexus4_2;nexus4;stand;0.008895874;0.016845703;0.026397705;;
f;24.02.2015;15:00:09.835;nexus4_2;nexus4;stand;-0.013534546;-0.02053833;0.022125244;;
f;24.02.2015;15:00:10.033;nexus4_1;nexus4;stand;0.012283325;0.021408081;0.043762207;;
f;24.02.2015;15:00:10.243;nexus4_1;nexus4;stand;-0.015487671;0.022476196;0.0715332;;
f;24.02.2015;15:00:10.433;nexus4_2;nexus4;stand;0.0110321045;0.025390625;0.058441162;;
f;24.02.2015;15:00:10.639;nexus4_1;nexus4;stand;-0.002670288;-0.014907837;-0.027801514;;
f;24.02.2015;15:00:10.837;nexus4_2;nexus4;stand;-0.0028533936;-0.0087890625;-0.025939941;;
f;24.02.2015;15:00:11.039;nexus4_2;nexus4;stand;-0.011398315;-0.019470215;-0.0035095215;;
f;24.02.2015;15:00:11.244;nexus4_1;nexus4;stand;-0.0048065186;0.003250122;0.0640564;;
f;24.02.2015;15:00:11.443;nexus4_2;nexus4;stand;-0.016738892;-0.0045166016;0.0819397;;
f;24.02.2015;15:00:11.652;nexus4_1;nexus4;stand;0.010147095;0.018203735;0.05657959;;
f;24.02.2015;15:00:11.847;nexus4_2;nexus4;stand;0.004623413;-0.0034484863;0.0680542;;
f;24.02.2015;15:00:12.047;nexus4_2;nexus4;stand;0.0056915283;8.239746E-4;0.050964355;;
f;24.02.2015;15:00:12.249;nexus4_2;nexus4;stand;0.007827759;0.010437012;0.024261475;;
f;24.02.2015;15:00:12.454;nexus4_1;nexus4;stand;-5.340576E-4;0.01927185;0.046966553;;
f;24.02.2015;15:00:12.657;nexus4_2;nexus4;stand;0.01423645;0.02859497;0.040283203;;
f;24.02.2015;15:00:12.852;nexus4_2;nexus4;stand;-0.009262085;0.008300781;0.018920898;;
f;24.02.2015;15:00:13.054;nexus4_2;nexus4;stand;0.008895874;-0.019470215;-0.008850098;;
f;24.02.2015;15:00:13.261;nexus4_1;nexus4;stand;-0.005874634;-0.0074310303;0.015991211;;
f;24.02.2015;15:00:13.461;nexus4_2;nexus4;stand;-0.009262085;0.002960205;0.042419434;;
f;24.02.2015;15:00:13.661;nexus4_1;nexus4;stand;5.340576E-4;0.012863159;0.012786865;;
f;24.02.2015;15:00:13.860;nexus4_1;nexus4;stand;5.340576E-4;0.01499939;0.029876709;;
f;24.02.2015;15:00:14.060;nexus4_1;nexus4;stand;-0.0048065186;0.012863159;-0.0032348633;;
f;24.02.2015;15:00:14.264;nexus4_1;nexus4;stand;-0.029373169;-0.013839722;0.018127441;;
f;24.02.2015;15:00:14.465;nexus4_2;nexus4;stand;-7.171631E-4;-0.005584717;0.013580322;;
f;24.02.2015;15:00:14.664;nexus4_2;nexus4;stand;3.509522E-4;8.239746E-4;-0.010986328;;
f;24.02.2015;15:00:14.870;nexus4_2;nexus4;stand;-0.003921509;-2.441406E-4;0.028533936;;
f;24.02.2015;15:00:15.068;nexus4_1;nexus4;stand;-5.340576E-4;-0.002090454;-3.05176E-5;;
f;24.02.2015;15:00:15.272;nexus4_1;nexus4;stand;0.0016021729;0.0011138916;-0.019256592;;
f;24.02.2015;15:00:15.475;nexus4_2;nexus4;stand;3.509522E-4;0.002960205;-0.005645752;;
f;24.02.2015;15:00:15.674;nexus4_2;nexus4;stand;0.0024871826;-0.005584717;-0.029144287;;
f;24.02.2015;15:00:15.877;nexus4_2;nexus4;stand;0.004623413;-0.009857178;0.0018310547;;
f;24.02.2015;15:00:16.074;nexus4_2;nexus4;stand;-0.0017852783;0.0093688965;0.018920898;;
f;24.02.2015;15:00:16.277;nexus4_2;nexus4;stand;-0.0017852783;-0.006652832;-0.012054443;;
f;24.02.2015;15:00:16.482;nexus4_1;nexus4;stand;-0.005874634;-0.012771606;-0.08441162;;
f;24.02.2015;15:00:16.680;nexus4_2;nexus4;stand;0.0035552979;-0.013061523;-0.061187744;;
f;24.02.2015;15:00:16.882;nexus4_1;nexus4;stand;0.014419556;-0.059768677;-0.19015503;;
f;24.02.2015;15:00:17.083;nexus4_1;nexus4;stand;-0.0037384033;-0.033065796;-0.21472168;;
f;24.02.2015;15:00:17.284;nexus4_1;nexus4;stand;0.0315094;-0.024520874;-0.16558838;;
f;24.02.2015;15:00:17.485;nexus4_1;nexus4;stand;0.055007935;0.0011138916;-0.097229004;;
f;24.02.2015;15:00:17.691;nexus4_1;nexus4;stand;0.055007935;0.06840515;0.0053100586;;
f;24.02.2015;15:00:17.889;nexus4_1;nexus4;stand;0.018692017;0.003250122;-0.008575439;;
f;24.02.2015;15:00:18.096;nexus4_2;nexus4;stand;0.004623413;0.056365967;0.0061035156;;
f;24.02.2015;15:00:18.295;nexus4_1;nexus4;stand;0.034713745;-0.093948364;-0.054504395;;
f;24.02.2015;15:00:18.498;nexus4_1;nexus4;stand;-0.06462097;-0.0683136;0.03842163;;
f;24.02.2015;15:00:18.695;nexus4_2;nexus4;stand;-0.038101196;-0.09957886;0.0541687;;
f;24.02.2015;15:00:18.897;nexus4_2;nexus4;stand;0.008895874;0.059570313;-0.08255005;;
f;24.02.2015;15:00:19.095;nexus4_2;nexus4;stand;-0.05091858;0.052093506;0.015716553;;
