User;date;time;Device;Model;gt;x;y;z;dummy
a;23.02.2015;16:03:54.018;nexus4_1;nexus4;stand;0.0062713623;-0.013442993;-0.009490967;;
a;23.02.2015;16:03:54.303;nexus4_1;nexus4;stand;-0.040725708;-0.016647339;0.072753906;;
a;23.02.2015;16:03:54.674;nexus4_2;nexus4;stand;-0.04573059;-0.0140686035;0.08921814;;
a;23.02.2015;16:03:55.045;nexus4_1;nexus4;stand;0.041519165;0.011123657;-0.038330078;;
a;23.02.2015;16:03:55.346;nexus4_1;nexus4;stand;-0.010818481;-0.015579224;0.009735107;;
a;23.02.2015;16:03:55.613;nexus4_1;nexus4;stand;0.004135132;-0.0048980713;-0.018035889;;
a;23.02.2015;16:03:55.817;nexus4_2;nexus4;stand;-0.013687134;-0.008728027;0.008041382;;
a;23.02.2015;16:03:56.021;nexus4_2;nexus4;stand;0.0055389404;-0.0044555664;-0.037887573;;
a;23.02.2015;16:03:56.222;nexus4_1;nexus4;stand;0.0019989014;0.005783081;1.220703E-4;;
a;23.02.2015;16:03:56.423;nexus4_2;nexus4;stand;0.010879517;0.006225586;-0.02079773;;
a;23.02.2015;16:03:56.624;nexus4_2;nexus4;stand;-0.005142212;0.013702393;0.0016326904;;
a;23.02.2015;16:03:56.827;nexus4_1;nexus4;stand;0.009475708;0.014328003;-0.0073547363;;
a;23.02.2015;16:03:57.026;nexus4_1;nexus4;stand;0.005203247;4.425049E-4;-0.0020141602;;
a;23.02.2015;16:03:57.231;nexus4_1;nexus4;stand;-0.0076141357;-0.008102417;0.011871338;;
a;23.02.2015;16:03:57.433;nexus4_1;nexus4;stand;0.005203247;-0.009170532;-0.0030822754;;
a;23.02.2015;16:03:57.634;nexus4_2;nexus4;stand;-0.008346558;-0.018341064;5.645752E-4;;
a;23.02.2015;16:03:57.879;nexus4_2;nexus4;stand;0.008743286;-1.831055E-4;-0.014389038;;
a;23.02.2015;16:03:58.281;nexus4_2;nexus4;stand;1.983643E-4;0.0040893555;5.645752E-4;;
a;23.02.2015;16:03:58.699;nexus4_2;nexus4;stand;-0.02116394;0.036132813;0.032608032;;
a;23.02.2015;16:03:59.087;nexus4_2;nexus4;stand;0.004470825;-0.009796143;-0.009048462;;
a;23.02.2015;16:03:59.491;nexus4_2;nexus4;stand;-0.005142212;-0.0140686035;-0.010116577;;
a;23.02.2015;16:03:59.898;nexus4_2;nexus4;stand;-0.0393219;0.0211792;-0.004776001;;
a;23.02.2015;16:04:00.302;nexus4_2;nexus4;stand;-0.015823364;0.04788208;0.01979065;;
a;23.02.2015;16:04:00.697;nexus4_2;nexus4;stand;0.010879517;-0.018341064;-0.017593384;;
a;23.02.2015;16:04:01.107;nexus4_2;nexus4;stand;0.022628784;-0.022613525;-0.04322815;;
a;23.02.2015;16:04:01.508;nexus4_2;nexus4;stand;-8.69751E-4;-0.01940918;0.003768921;;
a;23.02.2015;16:04:01.912;nexus4_2;nexus4;stand;0.08030701;0.03186035;-0.10838318;;
a;23.02.2015;16:04:02.310;nexus4_2;nexus4;stand;0.1006012;0.114105225;-0.109451294;;
a;23.02.2015;16:04:02.722;nexus4_2;nexus4;stand;-0.015823364;0.014770508;0.020858765;;
a;23.02.2015;16:04:03.061;nexus4_1;nexus4;stand;-0.0065460205;-0.009170532;0.0022583008;;
a;23.02.2015;16:04:03.261;nexus4_1;nexus4;stand;0.0030670166;0.013259888;-0.0020141602;;
a;23.02.2015;16:04:03.464;nexus4_1;nexus4;stand;-0.016159058;0.02394104;0.014007568;;
a;23.02.2015;16:04:03.668;nexus4_2;nexus4;stand;-0.015823364;-0.022613525;0.022994995;;
a;23.02.2015;16:04:03.870;nexus4_2;nexus4;stand;-0.006210327;-0.013000488;0.003768921;;
a;23.02.2015;16:04:04.070;nexus4_2;nexus4;stand;0.007675171;-0.015136719;-0.028274536;;
a;23.02.2015;16:04:04.272;nexus4_2;nexus4;stand;-0.0030059814;-0.042907715;0.013381958;;
a;23.02.2015;16:04:04.476;nexus4_2;nexus4;stand;0.020492554;0.024383545;-0.021865845;;
a;23.02.2015;16:04:04.672;nexus4_2;nexus4;stand;0.016220093;-0.020477295;-0.034683228;;
a;23.02.2015;16:04:04.876;nexus4_1;nexus4;stand;-0.0022735596;-0.0059661865;0.0043945313;;
a;23.02.2015;16:04:05.081;nexus4_2;nexus4;stand;0.008743286;0.009429932;-0.007980347;;
a;23.02.2015;16:04:05.283;nexus4_2;nexus4;stand;-0.009414673;-0.0012512207;0.018722534;;
a;23.02.2015;16:04:05.479;nexus4_2;nexus4;stand;0.0023345947;0.006225586;-0.004776001;;
a;23.02.2015;16:04:05.741;nexus4_1;nexus4;stand;-0.0076141357;4.425049E-4;0.012939453;;
a;23.02.2015;16:04:06.041;nexus4_2;nexus4;stand;-0.0072784424;-0.0055236816;0.010177612;;
a;23.02.2015;16:04:06.245;nexus4_1;nexus4;stand;0.010543823;-0.032669067;-0.02658081;;
a;23.02.2015;16:04:06.501;nexus4_2;nexus4;stand;-0.0019378662;0.006225586;5.645752E-4;;
a;23.02.2015;16:04:06.903;nexus4_2;nexus4;stand;-0.013687134;-0.0055236816;0.018722534;;
a;23.02.2015;16:04:07.310;nexus4_2;nexus4;stand;-0.04359436;-0.013000488;0.06465149;;
a;23.02.2015;16:04:07.709;nexus4_2;nexus4;stand;0.011947632;0.016906738;-0.014389038;;
a;23.02.2015;16:04:08.116;nexus4_2;nexus4;stand;0.015151978;-0.022613525;-0.018661499;;
a;23.02.2015;16:04:08.514;nexus4_2;nexus4;stand;0.011947632;0.017974854;-0.013320923;;
a;23.02.2015;16:04:08.918;nexus4_2;nexus4;stand;0.04185486;0.0030212402;-0.062454224;;
a;23.02.2015;16:04:09.321;nexus4_2;nexus4;stand;-0.011550903;-0.0055236816;0.014450073;;
a;23.02.2015;16:04:09.723;nexus4_2;nexus4;stand;-0.048934937;-0.01940918;0.07319641;;
a;23.02.2015;16:04:10.133;nexus4_2;nexus4;stand;-0.033981323;-0.018341064;0.047561646;;
a;23.02.2015;16:04:10.530;nexus4_2;nexus4;stand;0.008743286;-0.018341064;0.004837036;;
a;23.02.2015;16:04:10.930;nexus4_2;nexus4;stand;-0.005142212;0.007293701;-5.0354E-4;;
a;23.02.2015;16:04:11.174;nexus4_2;nexus4;stand;-0.006210327;0.033996582;-0.04322815;;
a;23.02.2015;16:04:11.390;nexus4_2;nexus4;stand;-0.017959595;0.015838623;-0.07847595;;
a;23.02.2015;16:04:11.577;nexus4_1;nexus4;stand;-0.12510681;0.057052612;0.02468872;;
a;23.02.2015;16:04:11.778;nexus4_1;nexus4;stand;0.1846466;0.20872498;-0.0073547363;;
a;23.02.2015;16:04:11.984;nexus4_2;nexus4;stand;-0.13117981;0.02545166;0.09989929;;
a;23.02.2015;16:04:12.180;nexus4_1;nexus4;stand;0.057540894;-0.044418335;0.4028015;;
a;23.02.2015;16:04:12.381;nexus4_2;nexus4;stand;0.48191833;0.21664429;-0.23548889;;
a;23.02.2015;16:04:12.595;nexus4_2;nexus4;stand;-0.013687134;0.28927612;0.2975006;;
a;23.02.2015;16:04:12.788;nexus4_2;nexus4;stand;0.04399109;0.11517334;0.2056427;;
a;23.02.2015;16:04:12.989;nexus4_2;nexus4;stand;0.037582397;0.038269043;-0.0026397705;;
a;23.02.2015;16:04:13.193;nexus4_1;nexus4;stand;-0.041793823;-0.003829956;0.028961182;;
a;23.02.2015;16:04:13.395;nexus4_2;nexus4;stand;-0.030776978;0.046813965;-0.019729614;;
a;23.02.2015;16:04:13.590;nexus4_2;nexus4;stand;-0.028640747;0.06390381;0.017654419;;
a;23.02.2015;16:04:13.792;nexus4_2;nexus4;stand;0.007675171;0.036132813;-5.0354E-4;;
a;23.02.2015;16:04:13.994;nexus4_1;nexus4;stand;0.012680054;0.02180481;-0.031921387;;
a;23.02.2015;16:04:14.197;nexus4_1;nexus4;stand;-0.018295288;-0.003829956;0.007598877;;
a;23.02.2015;16:04:14.522;nexus4_1;nexus4;stand;-0.0022735596;-0.01878357;0.0011901855;;
a;23.02.2015;16:04:19.038;nexus4_2;nexus4;stand;1.983643E-4;0.001953125;-0.004776001;;
a;23.02.2015;16:04:19.436;nexus4_2;nexus4;stand;-0.0040740967;0.0030212402;0.011245728;;
a;23.02.2015;16:04:19.839;nexus4_2;nexus4;stand;0.0012664795;0.016906738;-0.0015716553;;
a;23.02.2015;16:04:20.121;nexus4_2;nexus4;stand;1.983643E-4;0.001953125;-0.0069122314;;
a;23.02.2015;16:04:20.322;nexus4_2;nexus4;stand;-0.010482788;-0.008728027;0.0016326904;;
a;23.02.2015;16:04:20.523;nexus4_1;nexus4;stand;-0.015090942;-0.08607483;0.028961182;;
a;23.02.2015;16:04:20.726;nexus4_1;nexus4;stand;-0.019363403;-0.11277771;0.017211914;;
a;23.02.2015;16:04:20.925;nexus4_2;nexus4;stand;-0.022232056;-0.112335205;0.033676147;;
a;23.02.2015;16:04:21.128;nexus4_2;nexus4;stand;-0.026504517;-0.11126709;-0.0026397705;;
a;23.02.2015;16:04:21.330;nexus4_1;nexus4;stand;-0.00440979;-6.256104E-4;0.02041626;;
a;23.02.2015;16:04:21.532;nexus4_2;nexus4;stand;-0.027572632;-0.007659912;0.027267456;;
a;23.02.2015;16:04:21.731;nexus4_1;nexus4;stand;0.004135132;-0.003829956;0.0022583008;;
a;23.02.2015;16:04:21.933;nexus4_1;nexus4;stand;-0.014022827;0.0015106201;0.019348145;;
a;23.02.2015;16:04:22.136;nexus4_2;nexus4;stand;-0.0030059814;-0.0140686035;0.009109497;;
a;23.02.2015;16:04:22.337;nexus4_1;nexus4;stand;-0.008682251;0.004714966;0.015075684;;
a;23.02.2015;16:04:22.538;nexus4_2;nexus4;stand;-0.006210327;0.024383545;0.0027008057;;
a;23.02.2015;16:04:22.737;nexus4_2;nexus4;stand;1.983643E-4;0.001953125;-0.0026397705;;
a;23.02.2015;16:04:22.948;nexus4_1;nexus4;stand;-0.0065460205;-0.014511108;0.0011901855;;
a;23.02.2015;16:04:23.143;nexus4_1;nexus4;stand;0.005203247;-0.003829956;-0.009490967;;
a;23.02.2015;16:04:23.341;nexus4_2;nexus4;stand;-0.012619019;0.007293701;0.003768921;;
a;23.02.2015;16:04:23.564;nexus4_1;nexus4;stand;-0.0076141357;-0.0070343018;0.014007568;;
a;23.02.2015;16:04:23.772;nexus4_1;nexus4;stand;0.0030670166;0.0068511963;0.0011901855;;
a;23.02.2015;16:04:23.967;nexus4_2;nexus4;stand;-0.005142212;-0.0044555664;-0.0015716553;;
a;23.02.2015;16:04:24.181;nexus4_1;nexus4;stand;-1.373291E-4;-0.0027618408;0.003326416;;
a;23.02.2015;16:04:24.373;nexus4_1;nexus4;stand;0.009475708;0.0015106201;-0.013763428;;
a;23.02.2015;16:04:24.572;nexus4_2;nexus4;stand;0.0012664795;-0.002319336;0.004837036;;
a;23.02.2015;16:04:24.774;nexus4_2;nexus4;stand;0.0066070557;8.850098E-4;-0.005844116;;
a;23.02.2015;16:04:24.979;nexus4_2;nexus4;stand;0.0066070557;0.009429932;-0.0069122314;;
a;23.02.2015;16:04:25.178;nexus4_1;nexus4;stand;-0.0022735596;0.004714966;0.0011901855;;
a;23.02.2015;16:04:25.377;nexus4_2;nexus4;stand;0.0023345947;0.0051574707;-0.0037078857;;
a;23.02.2015;16:04:25.579;nexus4_2;nexus4;stand;0.0012664795;8.850098E-4;-5.0354E-4;;
a;23.02.2015;16:04:25.782;nexus4_2;nexus4;stand;-0.0040740967;0.0040893555;0.004837036;;
a;23.02.2015;16:04:25.987;nexus4_1;nexus4;stand;0.005203247;0.008987427;-0.008422852;;
a;23.02.2015;16:04:26.340;nexus4_1;nexus4;stand;0.0030670166;0.0036468506;-0.0020141602;;
a;23.02.2015;16:04:26.739;nexus4_1;nexus4;stand;0.0030670166;-6.256104E-4;-0.006286621;;
a;23.02.2015;16:04:27.129;nexus4_1;nexus4;stand;-0.0012054443;0.0015106201;0.003326416;;
a;23.02.2015;16:04:27.514;nexus4_1;nexus4;stand;0.005203247;-0.0048980713;-0.0030822754;;
a;23.02.2015;16:04:27.917;nexus4_1;nexus4;stand;0.0073394775;0.013259888;-0.008422852;;
a;23.02.2015;16:04:28.295;nexus4_1;nexus4;stand;9.307861E-4;0.0036468506;0.0011901855;;
a;23.02.2015;16:04:28.541;nexus4_2;nexus4;stand;0.0023345947;-0.0012512207;-0.0015716553;;
a;23.02.2015;16:04:28.743;nexus4_1;nexus4;stand;-1.373291E-4;-0.009170532;0.009735107;;
a;23.02.2015;16:04:28.944;nexus4_2;nexus4;stand;1.983643E-4;-0.002319336;-0.0037078857;;
a;23.02.2015;16:04:29.151;nexus4_1;nexus4;stand;-1.373291E-4;0.013259888;-0.0030822754;;
a;23.02.2015;16:04:29.346;nexus4_2;nexus4;stand;-8.69751E-4;0.0030212402;-0.0037078857;;
a;23.02.2015;16:04:29.551;nexus4_2;nexus4;stand;-0.0040740967;0.008361816;0.0059051514;;
a;23.02.2015;16:04:29.750;nexus4_2;nexus4;stand;-0.0019378662;-0.0044555664;-0.004776001;;
a;23.02.2015;16:04:29.953;nexus4_2;nexus4;stand;-8.69751E-4;-0.007659912;0.004837036;;
a;23.02.2015;16:04:30.155;nexus4_2;nexus4;stand;1.983643E-4;-0.008728027;-5.0354E-4;;
a;23.02.2015;16:04:30.358;nexus4_1;nexus4;stand;9.307861E-4;-0.011306763;-0.0020141602;;
a;23.02.2015;16:04:30.555;nexus4_2;nexus4;stand;0.0023345947;-0.0055236816;-5.0354E-4;;
a;23.02.2015;16:04:30.763;nexus4_2;nexus4;stand;-0.0030059814;-0.0033874512;0.0016326904;;
a;23.02.2015;16:04:30.965;nexus4_1;nexus4;stand;0.0073394775;0.0079193115;-0.0041503906;;
