User;date;time;Device;Model;gt;x;y;z;dummy
b;24.02.2015;17:00:00.172;nexus4_2;nexus4;null;-1.0475616;-0.06939697;0.46444702;;
b;24.02.2015;17:00:00.371;nexus4_2;nexus4;null;0.82164;-0.30438232;-0.16680908;;
b;24.02.2015;17:00:00.577;nexus4_1;nexus4;null;0.7796478;-0.7327728;-0.18641663;;
b;24.02.2015;17:00:00.785;nexus4_2;nexus4;null;0.22349548;-1.6181641;1.1373596;;
b;24.02.2015;17:00:00.975;nexus4_1;nexus4;null;-0.82359314;0.66645813;-0.54530334;;
b;24.02.2015;17:00:01.191;nexus4_1;nexus4;null;-0.036392212;0.26591492;0.2856903;;
b;24.02.2015;17:00:01.378;nexus4_2;nexus4;null;0.23310852;1.9578857;0.9376221;;
b;24.02.2015;17:00:01.584;nexus4_2;nexus4;null;-0.13859558;-0.1697998;-0.5470581;;
b;24.02.2015;17:00:01.781;nexus4_2;nexus4;null;1.1538239;0.47427368;0.11517334;;
b;24.02.2015;17:00:01.985;nexus4_2;nexus4;null;-0.7548981;-0.24136353;-0.12408447;;
b;24.02.2015;17:00:02.185;nexus4_2;nexus4;null;0.40400696;1.1215515;0.78060913;;
b;24.02.2015;17:00:02.388;nexus4_1;nexus4;null;-0.36857605;0.5051727;-0.7674713;;
b;24.02.2015;17:00:02.587;nexus4_2;nexus4;null;0.6956024;-0.76794434;0.030792236;;
b;24.02.2015;17:00:02.792;nexus4_2;nexus4;null;-0.07557678;0.21472168;0.36083984;;
b;24.02.2015;17:00:02.993;nexus4_2;nexus4;null;-0.4974823;1.0414429;-0.8493347;;
b;24.02.2015;17:00:03.194;nexus4_2;nexus4;null;0.034439087;0.12606812;0.14508057;;
b;24.02.2015;17:00:03.399;nexus4_2;nexus4;null;-0.8115082;-0.21679688;0.34481812;;
b;24.02.2015;17:00:03.595;nexus4_1;nexus4;null;-1.0927582;-0.7744293;-0.7610626;;
b;24.02.2015;17:00:03.798;nexus4_2;nexus4;null;-0.47505188;0.48068237;-1.0982056;;
b;24.02.2015;17:00:04.002;nexus4_1;nexus4;null;-0.09513855;0.5115814;0.47581482;;
b;24.02.2015;17:00:04.198;nexus4_2;nexus4;null;-0.71003723;-0.46673584;0.2038269;;
b;24.02.2015;17:00:04.402;nexus4_1;nexus4;null;-0.015029907;0.028793335;-0.4993744;;
b;24.02.2015;17:00:04.602;nexus4_2;nexus4;null;0.57810974;1.005127;0.93014526;;
b;24.02.2015;17:00:04.802;nexus4_2;nexus4;null;0.23631287;-0.449646;-0.5310364;;
b;24.02.2015;17:00:05.007;nexus4_2;nexus4;null;1.4197845;0.35464478;0.4206543;;
b;24.02.2015;17:00:05.208;nexus4_1;nexus4;null;1.5657806;-1.2369232;1.0686188;;
b;24.02.2015;17:00:05.409;nexus4_1;nexus4;null;-0.9592438;-0.48710632;-0.010177612;;
b;24.02.2015;17:00:05.611;nexus4_1;nexus4;null;0.5735016;0.3075714;0.34336853;;
b;24.02.2015;17:00:05.813;nexus4_2;nexus4;null;0.77464294;-0.6686096;0.13226318;;
